,Author,Affiliation,Publication Date,Journal Title,Title,URL
667,John Laitner; Dmitriy Stolyarov,"University of Michigan, U.S.A.; University of Michigan, U.S.A.",2013/02/01,International Economic Review,DERIVATIVE IDEAS AND THE VALUE OF INTANGIBLE ASSETS*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00726.x
668,Pere Gomis-Porqueras; Timothy Kam; Junsang Lee,"Monash University, Australia; Australian National University, Australia; Sungkyunkwan University, Korea; Monash University, Australia; Australian National University, Australia; Sungkyunkwan University, Korea; Monash University, Australia; Australian National University, Australia; Sungkyunkwan University, Korea",2013/02/01,International Economic Review,"MONEY, CAPITAL, AND EXCHANGE RATE FLUCTUATIONS*",https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00735.x
669,Javier Díaz-Giménez; Eugenio Giolito,"IESE Business School, Spain; ILADES-Universidad Alberto Hurtado, Chile, and IZA; IESE Business School, Spain; ILADES-Universidad Alberto Hurtado, Chile, and IZA",2013/02/01,International Economic Review,ACCOUNTING FOR THE TIMING OF FIRST MARRIAGE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00728.x
670,Andrew Cohen; Beth Freeborn; Brian McManus,"Federal Reserve Board of Governors, U.S.A.; Federal Trade Commission, U.S.A.; University of North Carolina, U.S.A.; Federal Reserve Board of Governors, U.S.A.; Federal Trade Commission, U.S.A.; University of North Carolina, U.S.A.; Federal Reserve Board of Governors, U.S.A.; Federal Trade Commission, U.S.A.; University of North Carolina, U.S.A.",2013/02/01,International Economic Review,COMPETITION AND CROWDING OUT IN THE MARKET FOR OUTPATIENT SUBSTANCE ABUSE TREATMENT*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00729.x
671,Josh Kinsler,"University of Rochester, U.S.A.",2013/02/01,International Economic Review,SCHOOL DISCIPLINE: A SOURCE OR SALVE FOR THE RACIAL ACHIEVEMENT GAP?*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00736.x
672,Li Hao; Wei Li,"University of British Columbia, Canada; University of British Columbia, Canada",2013/02/01,International Economic Review,MISINFORMATION*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00732.x
673,Thomas DeLeire; Shakeeb Khan; Christopher Timmins,"University of Wisconsin–Madison, U.S.A.; Duke University, U.S.A.; Duke University, U.S.A.; University of Wisconsin–Madison, U.S.A.; Duke University, U.S.A.; Duke University, U.S.A.; University of Wisconsin–Madison, U.S.A.; Duke University, U.S.A.; Duke University, U.S.A.",2013/02/01,International Economic Review,ROY MODEL SORTING AND NONRANDOM SELECTION IN THE VALUATION OF A STATISTICAL LIFE*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00733.x
674,Fernando M. Martin,"Federal Reserve Bank of St. Louis, U.S.A., and Simon Fraser University, Canada",2013/02/01,International Economic Review,GOVERNMENT POLICY IN MONETARY ECONOMIES*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00730.x
675,Boyan Jovanovic,"New York University, U.S.A.",2013/02/01,International Economic Review,THE 2012 LAWRENCE R. KLEIN LECTURE: BUBBLES IN PRICES OF EXHAUSTIBLE RESOURCES*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12000
676,Michael B. Devereux; Shouyong Shi,"University of British Columbia and NBEr, Canada; University of Toronto and CUFE, Canada; University of British Columbia and NBEr, Canada; University of Toronto and CUFE, Canada",2013/02/01,International Economic Review,VEHICLE CURRENCY*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00727.x
677,Rodney W. Strachan; Herman K. Van Dijk,"The Australian National University, Australia; Erasmus University Rotterdam and VU University, Amsterdam, The Netherlands; The Australian National University, Australia; Erasmus University Rotterdam and VU University, Amsterdam, The Netherlands",2013/02/01,International Economic Review,EVIDENCE ON FEATURES OF A DSGE BUSINESS CYCLE MODEL FROM BAYESIAN MODEL AVERAGING*,https://onlinelibrary.wiley.com/doi/10.1111/j.1468-2354.2012.00737.x
678,Thomas Demuynck; Ewout Verriest,"K U Leuven Kulak, Belgium; K U Leuven Kulak, Belgium",2013/05/01,International Economic Review,I’LL NEVER FORGET MY FIRST CIGARETTE: A REVEALED PREFERENCE ANALYSIS OF THE “HABITS AS DURABLES” MODEL*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12012
679,"
            Jose M. Fernandez","University of Louisville, U.S.A.",2013/05/01,International Economic Review,AN EMPIRICAL MODEL OF LEARNING UNDER AMBIGUITY: THE CASE OF CLINICAL TRIALS*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12006
680,Huanxing Yang,"The Ohio State University, U.S.A.",2013/05/01,International Economic Review,NONSTATIONARY RELATIONAL CONTRACTS WITH ADVERSE SELECTION*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12005
681,James Albrecht; Fabien Postel-Vinay; Susan Vroman,"Georgetown University, U.S.A., and IZA, Germany; University of Britsol, U.K., Sciences Po, France, CEPR, U.K., and IZA, Germany; Georgetown University, U.S.A., and IZA, Germany; Georgetown University, U.S.A., and IZA, Germany; University of Britsol, U.K., Sciences Po, France, CEPR, U.K., and IZA, Germany; Georgetown University, U.S.A., and IZA, Germany; Georgetown University, U.S.A., and IZA, Germany; University of Britsol, U.K., Sciences Po, France, CEPR, U.K., and IZA, Germany; Georgetown University, U.S.A., and IZA, Germany",2013/05/01,International Economic Review,AN EQUILIBRIUM SEARCH MODEL OF SYNCHRONIZED SALES*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12003
682,Oleg Badunenko; Diego Romero-Ávila,"University of Cologne, Germany; Universidad Pablo de Olavide, Spain; University of Cologne, Germany; Universidad Pablo de Olavide, Spain",2013/05/01,International Economic Review,FINANCIAL DEVELOPMENT AND THE SOURCES OF GROWTH AND CONVERGENCE*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12009
683,Slobodan Djajić,"Graduate Institute, Switzerland",2013/05/01,International Economic Review,SOME ESSENTIALS OF A WORKABLE GUEST-WORKER PROGRAM*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12013
684,Patrick Bajari; Phoebe Chan; Dirk Krueger; Daniel Miller,"University of Minnesota and NBER, U.S.A.; Wheaton College, U.S.A.; University of Pennsylvania and NBER, U.S.A.; Clemson University, U.S.A.; University of Minnesota and NBER, U.S.A.; Wheaton College, U.S.A.; University of Pennsylvania and NBER, U.S.A.; Clemson University, U.S.A.; University of Minnesota and NBER, U.S.A.; Wheaton College, U.S.A.; University of Pennsylvania and NBER, U.S.A.; Clemson University, U.S.A.; University of Minnesota and NBER, U.S.A.; Wheaton College, U.S.A.; University of Pennsylvania and NBER, U.S.A.; Clemson University, U.S.A.",2013/05/01,International Economic Review,A DYNAMIC MODEL OF HOUSING DEMAND: ESTIMATION AND POLICY IMPLICATIONS*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12001
685,Hartmut Egger; Udo Kreickemeier,"University of Bayreuth and CESifo, Germany, GEP, U.K., and IfW, Germany; University of Tübingen and CESifo, Germany, and GEP, U.K.; University of Bayreuth and CESifo, Germany, GEP, U.K., and IfW, Germany; University of Tübingen and CESifo, Germany, and GEP, U.K.",2013/05/01,International Economic Review,WHY FOREIGN OWNERSHIP MAY BE GOOD FOR YOU*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12011
686,Cheng Wang,"Fudan University, China, and Iowa State University, U.S.A.",2013/05/01,International Economic Review,INCENTIVES AND THE COST OF FIRING IN AN EQUILIBRIUM LABOR MARKET MODEL WITH ENDOGENOUS LAYOFFS*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12002
687,Tom Nicholas,"Harvard Business School, U.S.A.",2013/05/01,International Economic Review,"HYBRID INNOVATION IN MEIJI, JAPAN*",https://onlinelibrary.wiley.com/doi/10.1111/iere.12007
688,Andreas Haufler; Frank Stähler,"University of Munich, Germany; University of Tübingen, Germany; University of Munich, Germany; University of Tübingen, Germany",2013/05/01,International Economic Review,TAX COMPETITION IN A SIMPLE MODEL WITH HETEROGENEOUS FIRMS: HOW LARGER MARKETS REDUCE PROFIT TAXES*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12010
689,,,2013/05/01,International Economic Review,ERRATUM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12015
690,Junichi Suzuki,"University of Toronto, Canada",2013/05/01,International Economic Review,LAND USE REGULATION AS A BARRIER TO ENTRY: EVIDENCE FROM THE TEXAS LODGING INDUSTRY*,https://onlinelibrary.wiley.com/doi/10.1111/iere.12004
691,Alan C. Spearot,"University of California–Santa Cruz, U.S.A.",2013/05/01,International Economic Review,"MARKET ACCESS, INVESTMENT, AND HETEROGENEOUS FIRMS*",https://onlinelibrary.wiley.com/doi/10.1111/iere.12008
692,MORITZ KUHN,University of Bonn Germany,2013/08/01,International Economic Review,RECURSIVE EQUILIBRIA IN AN AIYAGARI-STYLE ECONOMY WITH PERMANENT INCOME SHOCKS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12018
693,JEAN-PIERRE BENOÎT; JUAN DUBRA,London Business School U.K.; Universidad de Montevideo Uruguay,2013/08/01,International Economic Review,ON THE PROBLEM OF PREVENTION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12017
694,LUCA ANDERLINI; LEONARDO FELLI; GIOVANNI IMMORDINO; ALESSANDRO RIBONI,Georgetown University U.S.A.; London School of Economics U.K.; Università di Salerno Italy; École Polytechnique and Université de Montréal Canada,2013/08/01,International Economic Review,"LEGAL INSTITUTIONS, INNOVATION, AND GROWTH",https://onlinelibrary.wiley.com/doi/10.1111/iere.12023
695,DIEGO RESTUCCIA; GUILLAUME VANDENBROUCKE,University of Toronto Canada; University of Southern California U.S.A.,2013/08/01,International Economic Review,THE EVOLUTION OF EDUCATION: A MACROECONOMIC ANALYSIS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12022
696,NEJAT ANBARCI; NICK FELTOVICH,Deakin University Australia; Monash University Australia,2013/08/01,International Economic Review,"DIRECTED SEARCH, COORDINATION FAILURE, AND SELLER PROFITS: AN EXPERIMENTAL COMPARISON OF POSTED PRICING WITH SINGLE AND MULTIPLE PRICES",https://onlinelibrary.wiley.com/doi/10.1111/iere.12020
697,STEFAN NIEMANN; PAUL PICHLER; GERHARD SORGER,University of Essex U.K.; Oesterreichische Nationalbank Austria; University of Vienna Austria,2013/08/01,International Economic Review,CENTRAL BANK INDEPENDENCE AND THE MONETARY INSTRUMENT PROBLEM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12027
698,ANTONIA DÍAZ; BELÉN JEREZ,Universidad Carlos III Spain; Universidad Carlos III Spain,2013/08/01,International Economic Review,"HOUSE PRICES, SALES, AND TIME ON THE MARKET: A SEARCH-THEORETIC FRAMEWORK",https://onlinelibrary.wiley.com/doi/10.1111/iere.12019
699,YONG CHAO,University of Louisville U.S.A.,2013/08/01,International Economic Review,STRATEGIC EFFECTS OF THREE-PART TARIFFS UNDER OLIGOPOLY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12025
700,KAZUHARU KIYONO; JOTA ISHIKAWA,Waseda University Japan; Hitotsubashi University Japan; Waseda University Japan; Hitotsubashi University Japan,2013/08/01,International Economic Review,ENVIRONMENTAL MANAGEMENT POLICY UNDER INTERNATIONAL CARBON LEAKAGE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12028
701,JAVIER FERNÁNDEZ-BLANCO,,2013/08/01,International Economic Review,LABOR MARKET EQUILIBRIUM WITH REHIRING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12021
702,WALTER BOSSERT; CONCHITA D'AMBROSIO,"CIREQ and University of Montreal Canada; Université du Luxembourg, Luxembourg and Universita di Milano-Bicocca Italy",2013/08/01,International Economic Review,MEASURING ECONOMIC INSECURITY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12026
703,TYMOFIY MYLOVANOV; ANDRIY ZAPECHELNYUK,"University of Pennsylvania U.S.A; Queen Mary, University of London U.K.",2013/08/01,International Economic Review,OPTIMAL ARBITRATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12016
704,JONATHAN MAURICE; AGATHE ROUAIX; MARC WILLINGER,Université Montpellier 1 France; Université Montpellier 1 France; Institut Universitaire de France and Université Montpellier 1 France,2013/08/01,International Economic Review,INCOME REDISTRIBUTION AND PUBLIC GOOD PROVISION: AN EXPERIMENT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12024
705,ANDREY LAUNOV; KLAUS WÄLDE,"University of Mainz, Germany, Université catholique de Louvain, Belgium, and CESifo; Centre for Structural Econometrics, U.K.; University of Mainz, Germany, Université catholique de Louvain, Belgium, and CESifo; Centre for Structural Econometrics, U.K.",2013/11/01,International Economic Review,ESTIMATING INCENTIVE AND WELFARE EFFECTS OF NONSTATIONARY UNEMPLOYMENT BENEFITS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12032
706,Harold L. Cole,,2013/11/01,International Economic Review,KLEIN MEMORIAL,https://onlinelibrary.wiley.com/doi/10.1111/iere.12050
707,RAVI KANBUR; MATTI TUOMALA,Cornell University U.S.A.; University of Tampere Finland; Cornell University U.S.A.; University of Tampere Finland,2013/11/01,International Economic Review,"RELATIVITY, INEQUALITY, AND OPTIMAL NONLINEAR INCOME TAXATION",https://onlinelibrary.wiley.com/doi/10.1111/iere.12033
708,LAURA MAYORAL,Institute for Economic Analysis (IAE-CSIC) and Barcelona GSE Spain,2013/11/01,International Economic Review,"HETEROGENEOUS DYNAMICS, AGGREGATION, AND THE PERSISTENCE OF ECONOMIC SHOCKS",https://onlinelibrary.wiley.com/doi/10.1111/iere.12037
709,ROBERTO CHANG; ANDRÉS FERNÁNDEZ,"Rutgers University and NBER U.S.A.; Inter American Development Bank, Research Department U.S.A.; Rutgers University and NBER U.S.A.; Inter American Development Bank, Research Department U.S.A.",2013/11/01,International Economic Review,ON THE SOURCES OF AGGREGATE FLUCTUATIONS IN EMERGING ECONOMIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12036
710,JOHN C. HAM; KEVIN T. REILLY,"University of Maryland, U.S.A. National University of Singapore, Singapore, IFAU, IFS, IRP (UW) and IZA University of Leeds, U.K.; University of Maryland, U.S.A. National University of Singapore, Singapore, IFAU, IFS, IRP (UW) and IZA University of Leeds, U.K.",2013/11/01,International Economic Review,"IMPLICIT CONTRACTS, LIFE CYCLE LABOR SUPPLY, AND INTERTEMPORAL SUBSTITUTION",https://onlinelibrary.wiley.com/doi/10.1111/iere.12031
711,JINHUI H. BAI; ROGER LAGUNOFF,Georgetown University U.S.A.; Georgetown University U.S.A.,2013/11/01,International Economic Review,REVEALED POLITICAL POWER,https://onlinelibrary.wiley.com/doi/10.1111/iere.12029
712,ANDREAS WAGENER,University of Hannover Germany,2013/11/01,International Economic Review,"TAX COMPETITION, RELATIVE PERFORMANCE, AND POLICY IMITATION",https://onlinelibrary.wiley.com/doi/10.1111/iere.12035
713,CHRISTOPHER J. BENNETT,Vanderbilt University U.S.A.,2013/11/01,International Economic Review,INFERENCE FOR DOMINANCE RELATIONS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12038
714,SPENCER BASTANI; SÖREN BLOMQUIST; LUCA MICHELETTO,Uppsala University Sweden; Uppsala University Sweden; University of Milan Italy,2013/11/01,International Economic Review,THE WELFARE GAINS OF AGE-RELATED OPTIMAL INCOME TAXATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12034
715,IVAN PASTINE; TUVANA PASTINE,University College Dublin Ireland; National University of Ireland Maynooth Ireland; University College Dublin Ireland; National University of Ireland Maynooth Ireland,2013/11/01,International Economic Review,SOFT MONEY AND CAMPAIGN FINANCE REFORM,https://onlinelibrary.wiley.com/doi/10.1111/iere.12030
716,FREDERICK VAN DER PLOEG; CEES WITHAGEN,University of Oxford U.K.; VU University Amsterdam the Netherlands; VU University Amsterdam the Netherlands,2014/02/01,International Economic Review,"GROWTH, RENEWABLES, AND THE OPTIMAL CARBON TAX",https://onlinelibrary.wiley.com/doi/10.1111/iere.12049
717,PIERO GOTTARDI; ROHIT RAHI,European University Institute Italy; Università di Venezia Italy; London School of Economics U.K.,2014/02/01,International Economic Review,VALUE OF INFORMATION IN COMPETITIVE ECONOMIES WITH INCOMPLETE MARKETS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12041
718,,,2014/02/01,International Economic Review,THE INTERNATIONAL ECONOMIC REVIEW REFEREES 2013,https://onlinelibrary.wiley.com/doi/10.1111/iere.12063
719,JAMES BULLARD; STEFANO EUSEPI,Federal Reserve Bank of St. Louis U.S.A.; Federal Reserve Bank of New York U.S.A.,2014/02/01,International Economic Review,WHEN DOES DETERMINACY IMPLY EXPECTATIONAL STABILITY?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12039
720,KRIS JAMES MITCHENER; SE YAN,"Santa Clara University U.S.A.; University of Warwick U.K.; CAGE, NBER Peking University China",2014/02/01,International Economic Review,"GLOBALIZATION, TRADE, AND WAGES: WHAT DOES HISTORY TELL US ABOUT CHINA?",https://onlinelibrary.wiley.com/doi/10.1111/iere.12044
721,ANDRI CHASSAMBOULLI; THEODORE PALIVOS,University of Cyprus Cyprus; Athens University of Economics and Business Greece,2014/02/01,International Economic Review,A SEARCH-EQUILIBRIUM APPROACH TO THE EFFECTS OF IMMIGRATION ON LABOR MARKET OUTCOMES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12043
722,KARINE YENOKYAN; JOHN J. SEATER; MARYAM ARABSHAHI,Nazarbayev University Republic of Kazakhstan; North Carolina State University U.S.A.; Independent Researcher U.S.A.,2014/02/01,International Economic Review,ECONOMIC GROWTH WITH TRADE IN FACTORS OF PRODUCTION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12047
723,PAULI MURTO; MARKO TERVIÖ,Aalto University School of Business and HECER Finland; Aalto University School of Business and HECER Finland,2014/02/01,International Economic Review,EXIT OPTIONS AND DIVIDEND POLICY UNDER LIQUIDITY CONSTRAINTS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12046
