Author,Affiliation,Publication Date,Journal Title,Title,URL
Duchwan Ryu; Debajyoti Sinha; Bani Mallick; Stuart R Lipsitz; Steven E Lipshultz,"is Professor, Department of Biostatistics, Bioinformatics, and EPI, Medical University of South Carolina, Charleston, SC 29425 . Bani Mallick is Professor, Department of Statistics, Texas A&MUniversity, College Station, TX 77843 . Stuart R. Lipsitz is Associate Professor, Division of General Internal Medicine and Department of Surgery, Brigham and Women's Hospital, Boston, MA 02120 . Steven E. Lipshultz is Professor, Department of Pediatrics, University of Miami, Miller School of Medicine, Miami, FL 33101 . The authors thank the referees, the associate editor, and the joint editors for valuable comments that contributed to substantial improvement of the earlier version of this article. The research of Lipsitz and Sinha's was supported by R01 CA6922 and R01 AI060373. Mallick's research was supported by R01 CA104620 and CA57030.; is Professor, Department of Biostatistics, Bioinformatics, and EPI, Medical University of South Carolina, Charleston, SC 29425 . Bani Mallick is Professor, Department of Statistics, Texas A&MUniversity, College Station, TX 77843 . Stuart R. Lipsitz is Associate Professor, Division of General Internal Medicine and Department of Surgery, Brigham and Women's Hospital, Boston, MA 02120 . Steven E. Lipshultz is Professor, Department of Pediatrics, University of Miami, Miller School of Medicine, Miami, FL 33101 . The authors thank the referees, the associate editor, and the joint editors for valuable comments that contributed to substantial improvement of the earlier version of this article. The research of Lipsitz and Sinha's was supported by R01 CA6922 and R01 AI060373. Mallick's research was supported by R01 CA104620 and CA57030.; is Professor, Department of Biostatistics, Bioinformatics, and EPI, Medical University of South Carolina, Charleston, SC 29425 . Bani Mallick is Professor, Department of Statistics, Texas A&MUniversity, College Station, TX 77843 . Stuart R. Lipsitz is Associate Professor, Division of General Internal Medicine and Department of Surgery, Brigham and Women's Hospital, Boston, MA 02120 . Steven E. Lipshultz is Professor, Department of Pediatrics, University of Miami, Miller School of Medicine, Miami, FL 33101 . The authors thank the referees, the associate editor, and the joint editors for valuable comments that contributed to substantial improvement of the earlier version of this article. The research of Lipsitz and Sinha's was supported by R01 CA6922 and R01 AI060373. Mallick's research was supported by R01 CA104620 and CA57030.; is Professor, Department of Biostatistics, Bioinformatics, and EPI, Medical University of South Carolina, Charleston, SC 29425 . Bani Mallick is Professor, Department of Statistics, Texas A&MUniversity, College Station, TX 77843 . Stuart R. Lipsitz is Associate Professor, Division of General Internal Medicine and Department of Surgery, Brigham and Women's Hospital, Boston, MA 02120 . Steven E. Lipshultz is Professor, Department of Pediatrics, University of Miami, Miller School of Medicine, Miami, FL 33101 . The authors thank the referees, the associate editor, and the joint editors for valuable comments that contributed to substantial improvement of the earlier version of this article. The research of Lipsitz and Sinha's was supported by R01 CA6922 and R01 AI060373. Mallick's research was supported by R01 CA104620 and CA57030.; is Professor, Department of Biostatistics, Bioinformatics, and EPI, Medical University of South Carolina, Charleston, SC 29425 . Bani Mallick is Professor, Department of Statistics, Texas A&MUniversity, College Station, TX 77843 . Stuart R. Lipsitz is Associate Professor, Division of General Internal Medicine and Department of Surgery, Brigham and Women's Hospital, Boston, MA 02120 . Steven E. Lipshultz is Professor, Department of Pediatrics, University of Miami, Miller School of Medicine, Miami, FL 33101 . The authors thank the referees, the associate editor, and the joint editors for valuable comments that contributed to substantial improvement of the earlier version of this article. The research of Lipsitz and Sinha's was supported by R01 CA6922 and R01 AI060373. Mallick's research was supported by R01 CA104620 and CA57030.",2007-9-1,Journal of the American Statistical Association,Longitudinal Studies With Outcome-Dependent Follow-up,https://www.tandfonline.com/doi/abs/10.1198/016214507000000248
Joseph G Ibrahim; Hongtu Zhu," Joseph G. Ibrahim is Alumni Distinguished Professor and Hongtu Zhu is Associate Professor, Department of Biostatistics, School of Public Health, University of North Carolina, Chapel Hill, NC 27599 . This work was supported in part by National Institutes of Health grants GM 70335 and CA 74015 (to J. I.) and National Science Foundation grant SES-06-43663 (to H. Z.).;  Joseph G. Ibrahim is Alumni Distinguished Professor and Hongtu Zhu is Associate Professor, Department of Biostatistics, School of Public Health, University of North Carolina, Chapel Hill, NC 27599 . This work was supported in part by National Institutes of Health grants GM 70335 and CA 74015 (to J. I.) and National Science Foundation grant SES-06-43663 (to H. Z.).",2007-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1198/016214507000000752
John D Kalbfleisch; Wenyu Jiang,"University, Montreal, Quebec, H3G 1M8 .; University, Montreal, Quebec, H3G 1M8 .",2007-9-1,Journal of the American Statistical Association,Comment,https://www.tandfonline.com/doi/abs/10.1198/016214507000000707
Bing Li; Shaoli Wang,"State University, University Park, PA 16802 . Shaoli Wang is Postdoctoral Researcher, Department of Epidemiology and Public Health, Yale University School of Medicine, New Haven, CT 06520. This work was supported in part by National Science Foundation grants DMS-0204662 and DMS-0405681. The authors thank two anonymous referees, an associate editor, and the joint editors for their many useful suggestions that helped us improve both the presentation and the substance of this article.; State University, University Park, PA 16802 . Shaoli Wang is Postdoctoral Researcher, Department of Epidemiology and Public Health, Yale University School of Medicine, New Haven, CT 06520. This work was supported in part by National Science Foundation grants DMS-0204662 and DMS-0405681. The authors thank two anonymous referees, an associate editor, and the joint editors for their many useful suggestions that helped us improve both the presentation and the substance of this article.",2007-9-1,Journal of the American Statistical Association,On Directional Regression for Dimension Reduction,https://www.tandfonline.com/doi/abs/10.1198/016214507000000536
Charles M Goldie, University of Sussex,2007-9-1,Journal of the American Statistical Association,Probabilistic Symmetries and Invariance Principles,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s208
,,2007-9-1,Journal of the American Statistical Association,Book Reviews,https://www.tandfonline.com/doi/abs/10.1198/016214507000000671
Daniel Cooley; Douglas Nychka; Philippe Naveau,E2-C2 European grant.; E2-C2 European grant.; E2-C2 European grant.,2007-9-1,Journal of the American Statistical Association,Bayesian Spatial Modeling of Extreme Precipitation Return Levels,https://www.tandfonline.com/doi/abs/10.1198/016214506000000780
Ta-Hsin Li," Ta-Hsin Li is Research Staff Member, Department of Mathematical Sciences, IBM T. J. Watson Research Center, Yorktown Heights, NY 10598 . The author thanks the editor, the associate editor, and two anonymous reviewers for their helpful comments and suggestions.",2007-9-1,Journal of the American Statistical Association,A Statistical Framework of Optimal Workload Consolidation With Application to Capacity Planning for On-Demand Computing,https://www.tandfonline.com/doi/abs/10.1198/016214506000000744
F. Jay Breidt; Nan-Jung Hsu; Stephen Ogle,"University, Hsin-Chu, Taiwan 30043 . Stephen Ogle is Research Scientist, Natural Resource Ecology Laboratory, Colorado State University, Fort Collins, CO 80523 . The work reported here was developed under STAR Research Assistance Agreement CR-829095 awarded by the U.S. Environmental Protection Agency (EPA) to Colorado State University. This report has not been formally reviewed by the EPA, and the EPA does not endorse any products or commercial services mentioned in this report.; University, Hsin-Chu, Taiwan 30043 . Stephen Ogle is Research Scientist, Natural Resource Ecology Laboratory, Colorado State University, Fort Collins, CO 80523 . The work reported here was developed under STAR Research Assistance Agreement CR-829095 awarded by the U.S. Environmental Protection Agency (EPA) to Colorado State University. This report has not been formally reviewed by the EPA, and the EPA does not endorse any products or commercial services mentioned in this report.; University, Hsin-Chu, Taiwan 30043 . Stephen Ogle is Research Scientist, Natural Resource Ecology Laboratory, Colorado State University, Fort Collins, CO 80523 . The work reported here was developed under STAR Research Assistance Agreement CR-829095 awarded by the U.S. Environmental Protection Agency (EPA) to Colorado State University. This report has not been formally reviewed by the EPA, and the EPA does not endorse any products or commercial services mentioned in this report.",2007-9-1,Journal of the American Statistical Association,Semiparametric Mixed Models for Increment-Averaged Data With Application to Carbon Sequestration in Agricultural Soils,https://www.tandfonline.com/doi/abs/10.1198/016214506000001167
Wendy Meiring,"for valuable discussions and comments on an earlier draft that led to substantial improvements in the manuscript. Important suggestions from the editor, the associate editor, and two anonymous referees also substantially improved both the writing and scientific interpretations in this article.",2007-9-1,Journal of the American Statistical Association,Oscillations and Time Trends in Stratospheric Ozone Levels,https://www.tandfonline.com/doi/abs/10.1198/016214506000000825
Jonathan E Taylor; Keith J Worsley,"H3A2K6 . This work was supported in part by National Science Foundation grant DMS-0405970, NSERC and FQRNT. The authors thank the referees for helpful comments.; H3A2K6 . This work was supported in part by National Science Foundation grant DMS-0405970, NSERC and FQRNT. The authors thank the referees for helpful comments.",2007-9-1,Journal of the American Statistical Association,"Detecting Sparse Signals in Random Fields, With an Application to Brain Mapping",https://www.tandfonline.com/doi/abs/10.1198/016214507000000815
Robert Lund, Clemson University,2007-9-1,Journal of the American Statistical Association,Time Series Analysis and Its Applications: With R Examples,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s209
Vincent J Carey, Harvard Medical School,2007-9-1,Journal of the American Statistical Association,Longitudinal Data Analysis,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s202
Mary Kathryn Cowles, University of Iowa,2007-9-1,Journal of the American Statistical Association,Automatic Nonuniform Random Variate Generation,https://www.tandfonline.com/doi/abs/10.1198/jasa.2007.s210
Dylan S Small,"Angrist, Ed George, and Paul Rosenbaum for insightful discussions. He also thanks the associate editor and three referees for helpful comments.",2007-9-1,Journal of the American Statistical Association,Sensitivity Analysis for Instrumental Variables Regression With Overidentifying Restrictions,https://www.tandfonline.com/doi/abs/10.1198/016214507000000608
Andrew Gelman; Jeffrey Fagan; Alex Kiss,"Dumanovsky and Dong Xu made significant contributions to the analysis. Joe Bafumi, Rajeev Dehejia, Jim Liebman, Dan Rabinowitz, Caroline Rosenthal Gelman, and several reviewers provided helpful comments. Support for this research was provided in part by National Science Foundation grants SES-9987748 and SES-0318115. All opinions are those of the authors.; Dumanovsky and Dong Xu made significant contributions to the analysis. Joe Bafumi, Rajeev Dehejia, Jim Liebman, Dan Rabinowitz, Caroline Rosenthal Gelman, and several reviewers provided helpful comments. Support for this research was provided in part by National Science Foundation grants SES-9987748 and SES-0318115. All opinions are those of the authors.; Dumanovsky and Dong Xu made significant contributions to the analysis. Joe Bafumi, Rajeev Dehejia, Jim Liebman, Dan Rabinowitz, Caroline Rosenthal Gelman, and several reviewers provided helpful comments. Support for this research was provided in part by National Science Foundation grants SES-9987748 and SES-0318115. All opinions are those of the authors.",2007-9-1,Journal of the American Statistical Association,An Analysis of the New York City Police Department's “Stop-and-Frisk” Policy in the Context of Claims of Racial Bias,https://www.tandfonline.com/doi/abs/10.1198/016214506000001040
