Author,Affiliation,Publication Date,Journal Title,Title,URL,,,,,,,,,,,,,,,,,,,,
Kajal Lahiri; Liu Yang,"Department of Economics, University at Albany, SUNY, Albany, 12222, NY; School of EconomicsNanjing University, Jiangsu, 210093, P.R. China",2018/1/2,Journal of Business & Economic Statistics,Confidence Bands for ROC Curves With Serially Dependent Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2015.1073593,,,,,,,,,,,,,,,,,,,,
Mehmet Caner; Xu Han; Yoonseok Lee,"Analytics, Ohio State University, Columbus,, OH 43215 (caner.12@osu.edu); Department of Economics and Finance, City University of Hong Kong, Hong Kong (xuhan25@cityu.edu.hk); Department of Economics and Center for Policy Research, Syracuse University, Syracuse, NY 13244 (ylee41@maxwell.syr.edu)",2018/1/2,Journal of Business & Economic Statistics,Adaptive Elastic Net GMM Estimation With Many Invalid Moment Conditions: Simultaneous Model and Moment Selection,https://www.tandfonline.com/doi/abs/10.1080/07350015.2015.1129344,,,,,,,,,,,,,,,,,,,,
Hyungtaik Ahn; Hidehiko Ichimura; James L. Powell; Paul A. Ruud,"(htahn@dongguk.edu); Faculty of Economics, University of Tokyo, Bunkyo, Tokyo113-8654, Japan (ichimura@e.u-tokyo.ac.jp); Department of Economics, University of California, Berkeley, CA94720 (powell@econ.berkeley.edu); Department of Economics, Vassar College, Poughkeepsie, NY12604 (paruud@vassar.edu)",2018/1/2,Journal of Business & Economic Statistics,Rejoinder for ?�Simple Estimators for Invertible Index Models??https://www.tandfonline.com/doi/abs/10.1080/07350015.2017.1392313,,,,,,,,,,,,,,,,,,,,,
Artūras Juodis,"Faculty of Economics and Business, University of Groningen, Nettelbosje 2, 9747 AE, Groningen, The Netherlands (a.juodis@rug.nl)",2018/1/2,Journal of Business & Economic Statistics,Pseudo Panel Data Models With Cohort Interactive Effects,https://www.tandfonline.com/doi/abs/10.1080/07350015.2015.1137759,,,,,,,,,,,,,,,,,,,,
Francesco Andreoli,"Living Conditions Department, Luxembourg Institute of Socio-Economic Research (LISER), L-4366 Esch-sur-Alzette/Belval Campus, Luxembourg (francesco.andreoli@liser.lu)",2018/1/2,Journal of Business & Economic Statistics,Robust Inference for Inverse Stochastic Dominance,https://www.tandfonline.com/doi/abs/10.1080/07350015.2015.1137758,,,,,,,,,,,,,,,,,,,,
Yan Fan; Wolfgang Karl Härdle; Weining Wang; Lixing Zhu,"School of Statistics and Information, Shanghai University of International Business and Economics, Shanghai, 201620, China(fanyan212@162.com)View further author information; C.A.S.E.?�Center for Applied Statistics and Economics, Humboldt-Universität zu Berlin, 10178Berlin, Germany, and Singapore Management University, Singapore178899(haerdle@wiwi.hu-berlin.de)View further author information; King?�s College London, London, United Kingdom, and Ladislaus von Bortkiewicz Chair of Statistics, Humboldt-Universität zu Berlin, 10178Berlin, Germany(wangwein@cms.hu-berlin.de)View further author information; Department of Mathematics, Hong Kong Baptist University, Hong Kong, China, and School of Statistics, Beijing Normal Univeristy, Beijing, China(lzhu@hkbu.edu.hk)View further author information",2018/4/3,Journal of Business & Economic Statistics,Single-Index-Based CoVaR With Very High-Dimensional Covariates,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1180990,,,,,,,,,,,,,,,,,,,,
Wei Lan; Zheng Fang; Hansheng Wang; Chih-Ling Tsai,"Statistics School and Center of Statistical Research, Southwestern University of Finance and Economics, (facelw@gmail.com)View further author information; School of Business, Sichuan University, (hansheng@gsm.pku.edu.cn)View further author information; School of Management, Peking University, (hansheng@pku.edu.cn)View further author information; Graduate School of Management, University of California?�Davis, (cltucd@gmail.com)View further author information",2018/4/3,Journal of Business & Economic Statistics,Covariance Matrix Estimation via Network Structure,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1173558,,,,,,,,,,,,,,,,,,,,
Michael D. Bauer,Federal Reserve Bank of San Francisco (michael.bauer@sf.frb.org),2018/4/3,Journal of Business & Economic Statistics,Restrictions on Risk Prices in Dynamic Term Structure Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1164707,,,,,,,,,,,,,,,,,,,,
Haroon Mumtaz; Konstantinos Theodoridis,"Queen Mary College, University of London, London, E1 4NS, United Kingdom (h.mumtaz@qmul.ac.uk); Bank of England, London, EC2R 8AH, United Kingdom (Konstantinos.Theodoridis@bankofengland.co.uk)",2018/4/3,Journal of Business & Economic Statistics,The Changing Transmission of Uncertainty Shocks in the U.S.,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1147357,,,,,,,,,,,,,,,,,,,,
George Milunovich; Minxian Yang,(george.milunovich@mq.edu.au); (m.yang@unsw.edu.au),2018/4/3,Journal of Business & Economic Statistics,"Simultaneous Equation Systems With Heteroscedasticity: Identification, Estimation, and Stock Price Elasticities",https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1149072,,,,,,,,,,,,,,,,,,,,
Chew Lian Chua; Sarantis Tsiaplias,(mchua@unimelb.edu.au; sarantis.tsiaplias@unimelb.edu.au); (mchua@unimelb.edu.au; sarantis.tsiaplias@unimelb.edu.au),2018/4/3,Journal of Business & Economic Statistics,A Bayesian Approach to Modeling Time-Varying Cointegration and Cointegrating Rank,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1166117,,,,,,,,,,,,,,,,,,,,
Lucio Barabesi; Andrea Cerasa; Andrea Cerioli; Domenico Perrotta,"Department of Economics and Statistics, University of Siena, Siena, Italy (lucio.barabesi@unisi.it)View further author information; European Commission, Joint Research Centre, Ispra, Italy (andrea.cerasa@jrc.ec.europa.eu)View further author information; Department of Economics, University of Parma, Parma, Italy (andrea.cerioli@unipr.it)View further author information; European Commission, Joint Research Centre, Ispra, Italy (Domenico.Perrotta@ec.europa.eu)View further author information",2018/4/3,Journal of Business & Economic Statistics,Goodness-of-Fit Testing for the Newcomb-Benford Law With Application to the Detection of Customs Fraud,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1172014,,,,,,,,,,,,,,,,,,,,
Frédérique Fève; Jean-Pierre Florens; Ingrid Van Keilegom,"Toulouse School of Economics, Université Toulouse Capitole, Toulouse, France (frederique.feve@tse-fr.eu; jean-pierre.florens@tse-fr.eu)View further author information; Toulouse School of Economics, Université Toulouse Capitole, Toulouse, France (frederique.feve@tse-fr.eu; jean-pierre.florens@tse-fr.eu)View further author information; Institute of Statistics, Biostatistics, and Actuarial Sciences, Université Catholique de Louvain, Voie du Roman Pays 20 B 1348, Louvain-la-Neuve, Belgium (ingrid.vankeilegom@uclouvain.be)View further author information",2018/4/3,Journal of Business & Economic Statistics,Estimation of Conditional Ranks and Tests of Exogeneity in Nonparametric Nonseparable Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1166120,,,,,,,,,,,,,,,,,,,,
Dong Hwan Oh; Andrew J. Patton,"Quantitative Risk Analysis Section, Federal Reserve Board, Washington, DC20551 (donghwan.oh@frb.gov); Leonard N. Stern School of Business, New York University, New York, NY10012, and Department of Economics, Duke University, Durham, NC27708 (andrew.patton@duke.edu)",2018/4/3,Journal of Business & Economic Statistics,Time-Varying Systemic Risk: Evidence From a Dynamic Copula Model of CDS Spreads,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1177535,,,,,,,,,,,,,,,,,,,,
Xiaojun Song; Abderrahim Taamouti,"(sxj@gsm.pku.edu.cn); Department of Economics and Finance, Durham University Business School, DurhamDH1 3LB, UK (abderrahim.taamouti@durham.ac.uk)",2018/4/3,Journal of Business & Economic Statistics,Measuring Nonlinear Granger Causality in Mean,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1166118,,,,,,,,,,,,,,,,,,,,
Wayne-Roy Gayle; Natalia Khorunzhina,"Department of Resource Economics, University of Massachusetts, Stockbridge Hall, Amherst, MA01003 (wayneroy@umass.edu); Department of EconomicsCopenhagen Business School, 2000Frederiksberg, Denmark (nk.eco@cbs.dk)",2018/4/3,Journal of Business & Economic Statistics,Micro-Level Estimation of Optimal Consumption Choice With Intertemporal Nonseparability in Preferences and Measurement Errors,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1149071,,,,,,,,,,,,,,,,,,,,
Jiexing Wu; Kate J. Li; Jun S. Liu,"Department of Statistics, Harvard University, Cambridge, MA02138 (wujiexingharvard@gmail.com)View further author information; Department of Information Systems and Operations Management, Sawyer Business School, Suffolk University, Boston, MA02108 (kjli@suffolk.edu)View further author information; Department of Statistics, Harvard University, Cambridge, MA02138 (jliu1600@gmail.com)View further author information",2018/4/3,Journal of Business & Economic Statistics,Bayesian Inference for Assessing Effects of Email Marketing Campaigns,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1141096,,,,,,,,,,,,,,,,,,,,
Joakim Westerlund,"(J.westerlund@deakin.edu.au), and Department of Economics, Lund University, P. O. Box 7082, S??20 07Lund, Sweden (joakim.westerlund@nek.lu.se)",2018/4/3,Journal of Business & Economic Statistics,On the Use of GLS Demeaning in Panel Unit Root Testing,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1152969,,,,,,,,,,,,,,,,,,,,
P. Richard Hahn; Jingyu He; Hedibert Lopes,"Booth School of Business, University of Chicago, Chicago, IL (richard.hahn@chicagobooth.edu)View further author information; Department of Statistics, University of Chicago, Chicago, IL (jingyuhe@uchicago.edu)View further author information; INSPER?�Institute of Education and Research (hedibertfl@insper.edu.br)View further author information",2018/4/3,Journal of Business & Economic Statistics,Bayesian Factor Model Shrinkage for Linear IV Regression With Many Instruments,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1172968,,,,,,,,,,,,,,,,,,,,
Joshua D. Angrist; ?scar Jord?; Guido M. Kuersteiner,"MIT, Department of Economics, 50 Memorial Drive Building E52, Room 436 Cambridge, MA02142; and NBER, Department of Economics, E52-436 MIT 77 Massachusetts Avenue, Cambridge, MA02139.(Email: angrist@mit.edu); Federal Reserve Bank of San Francisco, San Francisco; and U. C. Davis (oscar.jorda@sf.frb.org; ojorda@ucdavis.edu); Department of Economics, University of Maryland, College Park, MD20742(kuersteiner@econ.umd.edu)",2018/7/3,Journal of Business & Economic Statistics,Semiparametric Estimates of Monetary Policy Effects: String Theory Revisited,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1204919,,,,,,,,,,,,,,,,,,,,
Guangying Liu; Bing-Yi Jing,"(liugying@nau.edu.cn); Department of Mathematics, Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong (majing@ust.hk)",2018/7/3,Journal of Business & Economic Statistics,On Estimation of Hurst Parameter Under Noisy Observations,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1191503,,,,,,,,,,,,,,,,,,,,
Junye Li; Gabriele Zinna,"ESSEC Business School, Singapore (li@essec.edu); Bank of Italy, Rome, Italy (gabriele.zinna@bancaditalia.it)",2018/7/3,Journal of Business & Economic Statistics,"The Variance Risk Premium: Components, Term Structures, and Stock Return Predictability",https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1191502,,,,,,,,,,,,,,,,,,,,
Yi-Ting Chen,"Sinica, Taipei11529, Taiwan (ytchen@sinica.edu.tw)",2018/7/3,Journal of Business & Economic Statistics,A Unified Approach to Estimating and Testing Income Distributions With Grouped Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1194762,,,,,,,,,,,,,,,,,,,,
Peter Stüttgen; Peter Boatwright; Joseph B. Kadane,"Tepper School of Business, Carnegie Mellon University, Pittsburgh, PA (pstuettg@andrew.cmu.edu; pbhb@andrew.cmu.edu; kadane@stat.cmu.edu); Tepper School of Business, Carnegie Mellon University, Pittsburgh, PA (pstuettg@andrew.cmu.edu; pbhb@andrew.cmu.edu; kadane@stat.cmu.edu); Tepper School of Business, Carnegie Mellon University, Pittsburgh, PA (pstuettg@andrew.cmu.edu; pbhb@andrew.cmu.edu; kadane@stat.cmu.edu)",2018/7/3,Journal of Business & Economic Statistics,Stockouts and Restocking: Monitoring the Retailer from the Supplier?�s Perspective,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1200982,,,,,,,,,,,,,,,,,,,,
Seojeong Lee,"School of Economics, University of New South Wales, Sydney, Australia(jay.lee@unsw.edu.au)",2018/7/3,Journal of Business & Economic Statistics,A Consistent Variance Estimator for 2SLS When Instruments Identify Different LATEs,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1186555,,,,,,,,,,,,,,,,,,,,
Yi Yang; Wei Qian; Hui Zou,"McGill University, Montreal, Canada; School of Mathematical Sciences, Rochester Institute of Technology, Rochester, NY14623 (wxqsma@rit.edu); School of Statistics, University of Minnesota, MN55455 (zoux019@umn.edu)",2018/7/3,Journal of Business & Economic Statistics,Insurance Premium Prediction via Gradient Tree-Boosted Tweedie Compound Poisson Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1200981,,,,,,,,,,,,,,,,,,,,
L. Bissonnette; J. de Bresser,"(luc.bissonnette@ecn.ulaval.ca); Tilburg University, P.O. Box 90153, Netspar, P.O. Box 90153, 5000 LE Tilburg, The Netherlands (luc.bissonnette@ecn.ulaval.ca)",2018/7/3,Journal of Business & Economic Statistics,Eliciting Subjective Survival Curves: Lessons from Partial Identification,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1213635,,,,,,,,,,,,,,,,,,,,
Donald Robertson; Vasilis Sarafidis; Joakim Westerlund,"University of Cambridge, College Farmhouse, 61 High Street, Barton, CambridgeCB23 7BG, UK (dr10011@cam.ac.uk); Monash University, Department of Econometrics, 900 Dandenong Road, Caulfield, VIC 3145, Australia(dr10011@cam.ac.uk); Department of Economics, Lund University, and Centre for Financial Econometrics, Deakin University, Box 7082 220 07, Lund, Sweden (joakim.westerlund@nek.lu.se)",2018/7/3,Journal of Business & Economic Statistics,Unit Root Inference in Generally Trending and Cross-Correlated Fixed-T Panels,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1191501,,,,,,,,,,,,,,,,,,,,
Qingliang Fan; Wei Zhong,"Wang Yanan Institute for Studies in Economics (WISE), Department of Statistics, School of Economics and Fujian Key Laboratory of Statistical ScienceXiamen University, Fujian, China(michaelqfan@gmail.com; wzhong@xmu.edu.cn); Wang Yanan Institute for Studies in Economics (WISE), Department of Statistics, School of Economics and Fujian Key Laboratory of Statistical ScienceXiamen University, Fujian, China(michaelqfan@gmail.com; wzhong@xmu.edu.cn)",2018/7/3,Journal of Business & Economic Statistics,Nonparametric Additive Instrumental Variable Estimator: A Group Shrinkage Estimation Perspective,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1180991,,,,,,,,,,,,,,,,,,,,
Daniel Melser,(daniel.melser@rmit.edu.au),2018/7/3,Journal of Business & Economic Statistics,Scanner Data Price Indexes: Addressing Some Unresolved Issues,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1218339,,,,,,,,,,,,,,,,,,,,
Jin Seo Cho; Myung-Ho Park; Peter C. B. Phillips,"(jinseocho@yonsei.ac.kr); (ecpmh@kipf.re.kr); Yale University, New Haven, CT; University of Auckland, New Zealand; Singapore Management University, Singapore; and University of Southampton,Southampton, UK (peter.phillips@yale.edu)",2018/7/3,Journal of Business & Economic Statistics,Practical Kolmogorov?�Smirnov Testing by Minimum Distance Applied to Measure Top Income Shares in Korea,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1200983,,,,,,,,,,,,,,,,,,,,
Michael W. McCracken; Giorgio Valente,"Research Division, Federal Reserve Bank of St. Louis, St. Louis, MO, 63166 (michael.w.mccracken@stls.frb.org); Department of Economics and Finance, College of Business, City University of Hong Kong, Kowloon, Hong Kong (g.valente@cityu.edu.hk)",2018/7/3,Journal of Business & Economic Statistics,Asymptotic Inference for Performance Fees and the Predictability of Asset Returns,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1215317,,,,,,,,,,,,,,,,,,,,
Tom Boot; Andreas Pick,"University of Groningen, Department of Economics, Econometrics and Finance, 9747 AE Groningen, The Netherlands (t.boot@rug.nl); b Econometric Institute, Erasmus University Rotterdam, 3000 DR Rotterdam, The Netherlands; Tinbergen Institute, 1082 MS Amsterdam, The Netherlands; De Nederlandsche Bank, 1017 ZN Amsterdam, The Netherlands (andreas.pick@cantab.net)",2018/10/2,Journal of Business & Economic Statistics,Optimal Forecasts from Markov Switching Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1219264,,,,,,,,,,,,,,,,,,,,
Eben Lazarus; Daniel J. Lewis; James H. Stock; Mark W. Watson,"MIT Sloan School of Management, Cambridge, MA02142 (elazarus@mit.edu); b Federal Reserve Bank of New York, New York, NY10045 (daniel.lewis@ny.frb.org); c Department of Economics, Harvard University, Cambridge, MA02138; and the National Bureau of Economic Research, Cambridge, MA02138 (james_stock@harvard.edu); d Department of Economics and the Woodrow Wilson School, Princeton University, Princeton, NJ08540; and the National Bureau of Economic Research, Cambridge, MA02138 (mwatson@princeton.edu)",2018/10/2,Journal of Business & Economic Statistics,HAR Inference: Recommendations for Practice,https://www.tandfonline.com/doi/abs/10.1080/07350015.2018.1506926,,,,,,,,,,,,,,,,,,,,
Eric Jondeau; Emmanuel Jurczenko; Michael Rockinger,"Swiss Finance Institute and University of Lausanne, Faculty of Business and Economics, Extranef 232, CH-1015LausanneSwitzerland (Eric.Jondeau@unil.ch); b Ecole Hôtelière de Lausanne, HES-SO // University of Applied Sciences Western Switzerland (Emmanuel.Jurczenko@ehl.ch); c Swiss Finance Institute and University of Lausanne, Faculty of Business and Economics, Extranef 231, CH-1015LausanneSwitzerland (Michael.Rockinger@unil.ch)",2018/10/2,Journal of Business & Economic Statistics,Moment Component Analysis: An Illustration With International Stock Markets,https://www.tandfonline.com/doi/abs/10.1080/07350015.2016.1216851,,,,,,,,,,,,,,,,,,,,
